"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"washington","PA","US","triangle","300.0","My Parents arrived home from at trip to the grocery store&#44 and my mother noticed and bright light moving through the sky. As I exited m","40.1738889","-80.2463889","2013","10","18","20","15","2013","10","23"
"washington","PA","US","unknown","120.0","UFO encounter along a country road","40.1738889","-80.2463889","1996","4","1","22","0","2000","9","17"
"waterford","PA","US","cigar","240.0","((HOAX??))  my grandmother reported seeing a silver cigar shaped flying object over her country home&#8230;","41.9427778","-79.9847222","2007","6","30","20","0","2008","3","4"
"waterford","PA","US","disk","1020.0","I saw what I thought was a small odd looking plane but realized as it got closer it was no plane.","41.9427778","-79.9847222","1975","4","18","7","40","2006","5","15"
"waterford","PA","US","unknown","120.0","Floating Craft zooms away as I stop to look at it&#44 weird&#33","41.9427778","-79.9847222","2005","1","7","18","45","2005","1","11"
"watsontown","PA","US","triangle","4.0","Object cutting through haze of night.","41.0844444","-76.8641667","2011","9","26","21","10","2011","10","10"
"wattsburg","PA","US","flash","60.0","My brother and I saw three bright flashes off the side of the road in Wattsburg&#44 PA.","42.0036111","-79.8111111","2007","9","4","22","30","2007","10","8"
"wayne","PA","US","cigar","30.0","Rocket-like UFO Seen Flying Over Suburban Philadelphia In Summer of 1966","40.0438889","-75.3880556","1966","6","30","17","0","2005","4","16"
"wayne","PA","US","disk","240.0","Rotating Disc seen over Southeast&#44 Pennsylvania","40.0438889","-75.3880556","2004","5","9","19","0","2004","6","4"
"waynesboro","PA","US","circle","120.0","Red&#44 circular object sighted in night sky before fireworks display","39.7558333","-77.5780556","2010","7","3","21","25","2010","7","19"
"waynesboro","PA","US","light","8.0","Bright&#44 big yellow light low in the sky above rural Waynesboro&#44 Pa.","39.7558333","-77.5780556","2011","10","17","21","40","2011","10","19"
"waynesboro","PA","US","light","2700.0","Very large and bright low hanging light in the sky&#44 lasted for about 45 minutes before it dissapeared.","39.7558333","-77.5780556","2010","5","19","21","15","2010","6","3"
"waynesboro","PA","US","light","600.0","Bright red firey light moving silently across the sky&#44 then went up and disappeared.","39.7558333","-77.5780556","2014","4","18","18","0","2014","4","24"
"waynesboro","PA","US","teardrop","300.0","Three sons and friends saw multiple flying objects just before Dusk in Waynesboro&#44 PA","39.7558333","-77.5780556","2008","10","15","18","43","2008","10","31"
"waynesboro","PA","US","triangle","12.0","Crudely &quot;cloaked&quot; bomerang object flying do West across Pennsylvania night sky","39.7558333","-77.5780556","2006","4","23","21","15","2006","5","15"
"waynesburg","PA","US","diamond","1200.0","Diamond craft in SW Pa.","39.8963889","-80.1794444","2014","2","27","2","24","2014","3","18"
"waynesburg","PA","US","light","180.0","Two unidentified flying objects traveling at incredible speeds changing course","39.8963889","-80.1794444","2012","5","28","18","0","2012","5","29"
"wellersburg","PA","US","light","30.0","small light moving in perfect sync","39.7327778","-78.8505556","2009","12","22","21","0","2010","8","30"
"wellsboro","PA","US","other","600.0","light following another&#44no sound&#44no flashing blocked out stars between the lights.","41.7486111","-77.3008333","2009","11","24","18","0","2009","12","12"
"wellsboro","PA","US","other","3600.0","While camping at a campground nestled between hills in North Central Pennsylvania my husband and I observed what looked like a small cl","41.7486111","-77.3008333","2004","8","31","21","30","2004","9","9"
"wellsboro","PA","US","oval","900.0","LOW FLYING/HOVERING OBJECT W/ RED/GREEN/WHITE LIGHTS W/ LOW HUMMING","41.7486111","-77.3008333","2008","5","20","23","0","2008","6","12"
"wenksville","PA","US","light","1200.0","Two bright red lights flying in the air","39.99","-77.3108333","1995","7","1","23","0","2013","5","15"
"wernersville","PA","US","sphere","180.0","walking down the street to my house&#44 i noticed a bright whitish-orange orb in the sky heading north east. the object appeared to be at","40.33","-76.0808333","2011","8","12","20","15","2011","8","21"
"west chester","PA","US","cigar","5.0","Large grey cigar shaped object.","39.8494444","-75.3561111","2009","4","22","16","0","2009","5","12"
"west chester","PA","US","cigar","5.0","My last sighting was not a hoax.","39.8494444","-75.3561111","2009","4","22","16","0","2011","1","31"
"west chester","PA","US","circle","300.0","I witnessed 4 red objects over downtown west Chester. They were very close to one another after 5 minutes they vanished","39.8494444","-75.3561111","2013","7","6","22","0","2013","7","14"
"west chester","PA","US","cone","120.0","A white circle of light with a lighter&#44 cone-shaped light underneath it;  the circle disappeared the cone shape faded to a &quot;cloud&quot;","39.8494444","-75.3561111","2009","9","19","19","52","2009","12","12"
"west chester","PA","US","disk","180.0","I lived near a general aviation airport so I thought that I was witnessing another aircraft. At dusk&#44 it came towards me with a constan","39.8494444","-75.3561111","1973","11","11","19","0","2003","3","21"
"west chester","PA","US","disk","5.0","saucer object cutting through full moon&#44 south to north","39.8494444","-75.3561111","2005","10","17","21","0","2005","11","3"
"west chester","PA","US","disk","1800.0","((HOAX??))  Clear zoomed images of a UFO; no stars in the sky.","39.8494444","-75.3561111","2011","7","15","15","0","2011","7","17"
"west chester","PA","US","disk","120.0","Large circular shaped craft with bright and consistant pulsing lights on outer perimeter.","39.8494444","-75.3561111","2011","9","16","6","0","2011","10","19"
"west chester","PA","US","egg","5.0","bright green egg shage light in SE pennsylvania sky","39.8494444","-75.3561111","2006","6","20","21","30","2006","7","16"
"west chester","PA","US","fireball","10.0","Two eyewitness accounts of sighting","39.8494444","-75.3561111","2007","5","4","21","0","2007","6","12"
"west chester","PA","US","fireball","60.0","6-8 Bright reddish orange fire balls in the sky","39.8494444","-75.3561111","2009","9","19","22","15","2009","12","12"
"west chester","PA","US","formation","180.0","brightly lit objects flying qucikly in a formation","39.8494444","-75.3561111","2009","9","19","21","37","2009","12","12"
"west chester","PA","US","light","180.0","I looked at the sky outside on 1-10-2012 and to the west and south saw two sightings amongst a tremendous star filled sky. The sighting","39.8494444","-75.3561111","2012","1","10","21","0","2012","1","24"
"west chester","PA","US","light","300.0","Extremely bright flashing orb seen directly overhead.","39.8494444","-75.3561111","2009","8","20","21","50","2009","8","27"
"west chester","PA","US","light","60.0","Light fading and dimming very slowly from behind moon to horizon moving very very fast","39.8494444","-75.3561111","2008","6","11","21","43","2008","6","12"
"west chester","PA","US","light","3600.0","light flashing for about an hour and started slowly moving away","39.8494444","-75.3561111","2005","9","2","23","30","2005","9","15"
"west chester","PA","US","other","300.0","ufo sighting 1/14/2009 around 6:35 pm just slightly south of town of West Chester&#44 Chester County&#44 Pennsylvania. 3 Large red/orange lig","39.8494444","-75.3561111","2009","1","14","18","35","2009","3","19"
"west chester","PA","US","other","20.0","Red blinking light circles stationary white light.","39.8494444","-75.3561111","2005","8","15","21","30","2005","9","15"
"west chester","PA","US","oval","120.0","5 flame colored orbs flying in formation then fading into the night.","39.8494444","-75.3561111","2013","9","15","20","30","2013","9","30"
"west chester","PA","US","oval","60.0","Strange black image passed quickly across the sky on a clear autumn night.","39.8494444","-75.3561111","2005","10","17","20","50","2005","12","16"
"west chester","PA","US","sphere","5.0","Small&#44 spherical white light object traveling rapidly  [horizontally]  with no noise.","39.8494444","-75.3561111","2000","12","7","17","50","2001","2","18"
"west chester","PA","US","sphere","1800.0","seven orbs spotted over south east pa.","39.8494444","-75.3561111","2007","9","2","10","50","2007","10","8"
"west chester","PA","US","triangle","600.0","Slow low flying unidentified craft","39.8494444","-75.3561111","2012","1","17","23","0","2012","1","24"
"west chester","PA","US","triangle","300.0","Triangular craft&#44 flashes of light","39.8494444","-75.3561111","2004","8","24","23","2","2004","9","1"
"west chester","PA","US","triangle","30.0","Triangle shaped&#44 very large&#44 silent&#44 with about 12 to 14 grey divits on the outer edge that reflected what little light there was","39.8494444","-75.3561111","2007","1","17","19","32","2007","2","1"
"west chester","PA","US","triangle","1800.0","Small triangular object with multi-color lights slowly moving","39.8494444","-75.3561111","2010","3","5","22","0","2010","4","13"
"west chester","PA","US","triangle","15.0","2 Ufo&#39s In Pennsylvania","39.8494444","-75.3561111","2004","1","13","17","0","2004","1","17"
"west chester","PA","US","unknown","1800.0","small flashing light in East Goshen PA","39.8494444","-75.3561111","2006","8","18","1","0","2006","10","30"
"west chester","PA","US","unknown","720.0","Two&#44 all-black objects flying slowing without lights&#44 sound&#44 or change in altitude for 12+ minutes","39.8494444","-75.3561111","2013","7","26","20","50","2013","8","30"
"west conshohocken","PA","US","fireball","2.0","Green-glowing object streaked downward with a white-smoke trail behind it; was gone in 2 seconds.","40.0791667","-75.3019444","2005","11","12","21","0","2005","12","16"
"west grove","PA","US","circle","10.0","Craft were in a &quot;V&quot; formation at 10&#44000 feet&#44 and 3 timesw the speed of an airliner.","40.0047222","-75.635","2001","11","18","4","30","2001","11","20"
"west grove","PA","US","light","120.0","West Grove PA 9/19/09 Chester County 19:50  ((NUFORC Note:  Missile launch.  PD))","40.0047222","-75.635","2009","9","19","19","50","2009","12","12"
"west grove","PA","US","triangle","3600.0","Large Black Triangular Blinking Aircraft","40.0047222","-75.635","2006","11","22","0","0","2006","12","7"
"west hazleton","PA","US","disk","900.0","It came across the sky and descended  above us and stayed there for about 15 minutes liked it knew we were there.","40.9583333","-75.975","1973","8","12","20","0","2004","3","2"
"west homestead","PA","US","circle","300.0","Bright orange orb with a blue aura around it","40.4058333","-79.9122222","2012","8","25","21","0","2012","9","24"
"west middlesex","PA","US","circle","20.0","Saw very fast moving object  high in the sky heading from South to North which was round and yellowish red in color.","40.2344444","-77.1363889","2012","7","9","21","50","2012","8","5"
"west middlesex","PA","US","sphere","15.0","UFO sited over field&#44 street map included.","40.2344444","-77.1363889","2001","3","10","22","30","2010","11","21"
"west mifflin","PA","US","fireball","120.0","Standing on the porch talking on the landline phone&#44 a bright orange ball with a tail-like flame appeared over a neighbor&#8217;s home moving","40.5694444","-77.4030556","2013","11","25","19","0","2013","12","2"
"west mifflin","PA","US","sphere","300.0","A pulsating UFO people&#33&#33","40.5694444","-77.4030556","2007","1","15","18","27","2007","2","1"
"west springfield","PA","US","triangle","5.0","Three lights spanning 20 feet&#44 in the shape of a boomerang&#44 change orientation and disappear.","39.9305556","-75.3205556","2011","3","8","21","0","2011","3","10"
"west springfield","PA","US","triangle","5.0","3 lighted boomerang under 500 ft in the sky saw in West Springfield&#44 PA.","39.9305556","-75.3205556","2011","3","8","20","0","2011","3","10"
"west sunbury","PA","US","light","45.0","BRIGHT LIGHT APPEARED ABOUT 200 FT IN AIR AND COVERED ME WITH A BRIGHT BEAM BEFORE STREAKING OFF OUT OF SIGHT","40.8625","-76.7947222","1997","8","15","23","30","1999","1","28"
"westline","PA","US","light","3600.0","I was sitting with my friend at Red Bank where the bridge was at the Allegheny Resoivor. We had been fishing and saw a light cross the","41.7752778","-78.7725","1974","6","15","0","0","2003","11","11"
"wexford","PA","US","cylinder","15.0","Bright orange cylinder spiraled in sky","40.6263889","-80.0561111","2013","11","20","21","57","2013","12","2"
"wexford","PA","US","cylinder","600.0","What ever it was it was not from this world.","40.6263889","-80.0561111","2003","11","4","17","20","2003","11","26"
"wexford","PA","US","fireball","300.0","A line of 8-10 orange lights/fireballs slowly move across Pittsburgh suburb sky","40.6263889","-80.0561111","2012","9","8","21","55","2012","9","24"
"wexford","PA","US","unknown","10.0","I have told this to people over many years. While on school vacation at my uncles junk yard one evening I noticed on the horizon at dus","40.6263889","-80.0561111","1947","7","1","20","0","2002","9","13"
"white oak","PA","US","triangle","30.0","Blinking lights on a rectanglar shaped object spotted in the sky in White Oak&#44 PA.","40.3375","-79.8094444","2010","1","13","0","45","2010","2","14"
"whitehall","PA","US","circle","2.0","I WAS SITTING IN LAWN CHAIR LOOKING AT SKY SITTING AROUND A FIRE IN AN OPEN FIELD. I WITNESSED A ROUND OBJECT AROUND THE SIZE OF A SILV","39.7908333","-77.1097222","2002","8","10","23","30","2002","8","16"
"whitehall","PA","US","light","8.0","Fluorescent Green light shooting thought the sky towards allentown.","39.7908333","-77.1097222","2011","10","23","8","15","2011","10","25"
"whitehall","PA","US","light","600.0","Red light hovering in Whitehall&#44 PA shoots up into atmosphere","39.7908333","-77.1097222","2011","7","3","22","0","2011","7","6"
"whitehall","PA","US","other","300.0","WHEN ALL OF THE SUDDEN THIS HUGE BLACK STING RAY SHAPED OBJECT WITH A VERY&#44 VERY FAINT GLOW AROUND IT WAS MOVING ABOVE.","39.7908333","-77.1097222","2009","2","13","19","30","2009","3","19"
"whitehall","PA","US","other","60.0","Dark spider-shaped objects seen flying over store - no sound&#44 no lights","39.7908333","-77.1097222","2002","1","2","17","0","2002","1","11"
"whitemarsh","PA","US","fireball","180.0","Three minutes hovering silent&#44 orange-red fireball 10 feet across 400 feet high and the vanished","40.1219444","-75.2169444","1969","7","11","21","0","2009","5","12"
"wiconisco","PA","US","circle","3.0","A blue round light that had a blue tail and moved extreamly fast.","40.5733333","-76.6916667","2002","12","2","5","0","2002","12","23"
"wilkes-barre","PA","US","disk","2100.0","This was the biggest reported u.f.o. sighting as long as i can remember it was the summer of 76 in hanover and wilkes-barre. it was aro","41.2458333","-75.8816667","1976","6","15","22","0","2007","11","28"
"wilkes-barre","PA","US","fireball","120.0","Two sphere like lights&#44 flickering like a flame off in the distance&#44 flew across the sky. They started a sizeable distance apart from o","41.2458333","-75.8816667","2012","6","24","22","50","2012","7","4"
"wilkes-barre","PA","US","fireball","600.0","I saw a steadily moving&#44 bright and low fireball glide across the night sky.","41.2458333","-75.8816667","2011","9","3","21","30","2011","10","10"
"wilkes-barre","PA","US","light","8.0","I was out for a walk&#44 when a ball of light came out of the north to the south and and changed direction straight upwards and reversed","41.2458333","-75.8816667","1994","7","15","21","30","2001","2","18"
"wilkes-barre","PA","US","light","600.0","Large light seen directly under moon","41.2458333","-75.8816667","2007","12","15","5","0","2008","1","21"
"wilkes-barre","PA","US","light","2400.0","bright red circle object floating around sky. Moving fast&#44 slow and up and down&#44 Have Video","41.2458333","-75.8816667","2007","7","13","20","0","2008","3","31"
"wilkes-barre","PA","US","light","300.0","6 lights in (3 then 2 then 1) formation moving southeast and up into the cloud deck.","41.2458333","-75.8816667","2013","2","24","18","37","2013","2","28"
"wilkes-barre","PA","US","light","30.0","Orange orb over North-East PA 30 sec","41.2458333","-75.8816667","2008","8","10","23","45","2008","8","12"
"wilkes-barre","PA","US","light","120.0","Very bright stationary object observed during broad daylight.","41.2458333","-75.8816667","2011","7","13","13","30","2011","8","7"
"wilkes-barre","PA","US","light","900.0","Circles of light rotating in two circular patterns","41.2458333","-75.8816667","2012","6","25","23","30","2012","7","4"
"wilkes-barre","PA","US","other","360.0","Flashing lights Red/Orange and White/grey &quot;bouncing&quot;  gaining and losing altitude instantly.","41.2458333","-75.8816667","2013","10","24","20","50","2013","11","11"
"wilkes-barre","PA","US","other","900.0","Box shape&#44 Large green and silent.","41.2458333","-75.8816667","1984","6","19","11","0","2005","9","2"
"wilkes-barre","PA","US","oval","300.0","8:00PM I SAW OVAL SHAPE WITH FLAT BOTTOM WITH BRIGHT COLORS","41.2458333","-75.8816667","2006","11","26","8","0","2006","12","7"
"wilkes-barre","PA","US","rectangle","10.0","Rectangular object with round lights in it flying low altitude at a high rate of speed over Wilkes-Barre sky&#39s","41.2458333","-75.8816667","2011","4","26","3","0","2011","5","2"
"wilkes-barre","PA","US","sphere","240.0","Space Station Confusion","41.2458333","-75.8816667","2009","7","7","22","55","2009","8","5"
"wilkes-barre","PA","US","sphere","30.0","Large&#44 very slow-moving white/yellow sphere.","41.2458333","-75.8816667","2010","6","6","22","0","2010","6","10"
"wilkes-barre","PA","US","triangle","18000.0","The truth behind the Grays  ((NUFORC Note:  Report of abductions is unconfirmed.  PD))","41.2458333","-75.8816667","2001","7","15","0","0","2007","8","7"
"wilkes-barre","PA","US","triangle","30.0","I was in y room wathcing T.V. and I heard a faint humming noise&#44like alot of bees very far away&#44.So I went to my wndow to see what it w","41.2458333","-75.8816667","2001","3","19","22","56","2002","7","26"
"williamsburg","PA","US","light","90.0","Bright light by Jupiter","40.4619444","-78.2","2010","7","11","2","0","2010","7","19"
"williamsburg","PA","US","rectangle","600.0","Low flying rectangular object with very bright lights on all sides.","40.4619444","-78.2","1995","10","1","18","30","2005","5","24"
"williamsport","PA","US","changing","10800.0","the whole  ship appeared in front of us","41.2411111","-77.0013889","2013","6","18","1","0","2013","7","3"
"williamsport","PA","US","cigar","120.0","A small&#44 cigar-shaped object entered my field of vision while I was standing on the back porch of second-story apartment building.","41.2411111","-77.0013889","1957","7","15","14","0","2000","4","15"
"williamsport","PA","US","cigar","120.0","this is the adition to the report I sent with the same date&#44  three more reports to follow","41.2411111","-77.0013889","1972","6","22","18","0","2003","3","21"
"williamsport","PA","US","cone","300.0","The object my friend and I saw was two huge red ball like objects with a long neon blue trail.","41.2411111","-77.0013889","2001","1","9","8","0","2001","3","6"
"williamsport","PA","US","fireball","120.0","Fireball in the sky over the Susquehanna River in Williamsport&#44 PA.","41.2411111","-77.0013889","2007","6","24","21","50","2007","8","7"
"williamsport","PA","US","fireball","180.0","Bright orange fireball","41.2411111","-77.0013889","2007","6","5","21","30","2007","8","7"
"williamsport","PA","US","fireball","180.0","Orangish yellow orb seen by a friend and I.","41.2411111","-77.0013889","2012","8","23","21","45","2012","9","24"
"williamsport","PA","US","fireball","60.0","Orange glowing ball over Williamsport&#44  PA","41.2411111","-77.0013889","2013","6","25","23","45","2013","7","14"
"williamsport","PA","US","fireball","60.0","fireball&#44 ( meteor ? )","41.2411111","-77.0013889","1972","7","20","15","0","2003","3","21"
"williamsport","PA","US","formation","300.0","Formation of orange lights near Williamsport&#44 PA.  ((NUFORC Note:  Report from law enforcement officer.  PD))","41.2411111","-77.0013889","2011","10","29","20","0","2014","2","14"
"williamsport","PA","US","light","12.0","a star-like light traveling in a zig-zag pattern at the speed of light.","41.2411111","-77.0013889","1982","7","15","1","30","2005","2","8"
"williamsport","PA","US","light","5.0","2 craft in formation","41.2411111","-77.0013889","2010","10","20","19","33","2010","11","21"
"williamsport","PA","US","other","240.0","2 lights flying in &quot;formation&quot; blinking white/yellow&#44 then green/blue&#44 then red then joined and other white lights came in quickly to c","41.2411111","-77.0013889","1999","1","7","20","45","1999","2","16"
"williamsport","PA","US","other","60.0","Object flying thru sky lit up with bright white light then just disappeared","41.2411111","-77.0013889","2013","7","25","0","0","2013","8","30"
"williamsport","PA","US","other","3600.0","Shape is boomerang and white with colors on bottom&#44 which takes off sideways at blinding speed while other objects are below.","41.2411111","-77.0013889","2005","9","7","14","0","2005","10","11"
"williamsport","PA","US","sphere","15.0","NO CONTRAILS &#44NO DOUNUTS .P/S I&#39VE BEEN AN SR-71 AND  KNOW ALL  AIR  CRAFT &amp; MOST BIRDS.","41.2411111","-77.0013889","2002","11","7","9","0","2002","11","20"
"williamsport","PA","US","triangle","120.0","Triangle shapes two of them all black no sound at all low flying prolly about 1&#44000 feet.","41.2411111","-77.0013889","2003","4","28","1","0","2003","7","16"
"williamsport","PA","US","triangle","600.0","A triangular shape moving northeast&#44&#44 non transparent&#44 silent&#44 it had three blue/white lights and  a red light .","41.2411111","-77.0013889","1993","12","20","19","0","2003","11","8"
"williamsport","PA","US","triangle","600.0","Triangular object seen passing over Lycoming Mall in Williamsport&#44 Pennsylvania","41.2411111","-77.0013889","2002","1","25","18","5","2002","2","22"
"williamsport","PA","US","unknown","20.0","if anyone seen classic string of pearles on tv you know what i saw&#44 too fast for birds.","41.2411111","-77.0013889","2002","11","7","9","0","2002","11","9"
"willow grove","PA","US","cone","5.0","A fairly large&#44 gray&#44 metallic object&#44 cone-shaped with a flat&#44 circular bottom spotted in the sky over Willow Grove.","40.1438889","-75.1161111","1992","5","15","15","0","2002","3","19"
"willow grove","PA","US","flash","5.0","Blue lights over PA.","40.1438889","-75.1161111","2012","12","27","0","45","2013","2","4"
"willow grove","PA","US","light","7200.0","Willow Grove Naval Air Station&#44 PA.","40.1438889","-75.1161111","1956","6","30","1","0","2005","4","16"
"willow grove","PA","US","other","5.0","Huge &quot;V&quot; shape craft as seen before over mountains in California/Las Vegas.","40.1438889","-75.1161111","1991","10","31","18","34","2006","7","16"
"willow grove","PA","US","other","3600.0","Multiple unidentified objects spotted near military base.","40.1438889","-75.1161111","2007","3","2","22","0","2007","3","8"
"willow street","PA","US","light","180.0","Large reddish pink light Decending from sky in southern lancaster county&#44 Pennsylvania","39.9791667","-76.2766667","2007","1","16","23","30","2007","2","1"
"windber","PA","US","fireball","300.0","Very strange orange balls of light rising into the atmosphere.","40.2397222","-78.8352778","2011","10","22","21","57","2011","10","25"
"windber","PA","US","formation","300.0","Tight&#44straight-line formation hovering approx 1000&#39. V-shape intense white light each. Cntr craft left&#44rest followed as observer stoppe","40.2397222","-78.8352778","1998","3","10","19","0","1999","1","28"
"womelsdorf","PA","US","fireball","600.0","My daughter and her friend were driving home on  main road in our area when her and her friend witnessed a bright fireball object that","40.3616667","-76.1844444","2013","6","15","21","0","2013","7","3"
"womelsdorf","PA","US","other","120.0","Strange light formations on long exposure photo&#39s...","40.3616667","-76.1844444","2010","7","4","22","30","2010","7","6"
"woodland","PA","US","circle","1200.0","Possible UFO over PA","40.9983333","-78.3416667","2008","9","2","21","0","2008","10","31"
"woodlyn","PA","US","circle","3.0","Thought it was a shooting star but it was way too low to be one","39.8722222","-75.3375","2008","12","25","11","0","2009","1","10"
"wrightstown","PA","US","light","900.0","I was contacted years ago by NICAP about a news story that was written about my experience in Bucks County Pennsylvania in either 1978","40.2666667","-74.9836111","1978","5","1","0","0","2004","6","4"
"wrightsville","PA","US","rectangle","180.0","Two rectangular shaped solar panels hovering","40.0255556","-76.5302778","2009","2","17","21","25","2009","3","19"
"wyalusing","PA","US","triangle","600.0","Silent&#44 slow&#44 flying aircraft","41.6680556","-76.2622222","2006","8","21","22","45","2006","10","30"
"wyncote","PA","US","sphere","45.0","8 to 11 spherical objects in a straight line moved southeasterly.","40.0944444","-75.1491667","2001","12","21","9","45","2002","1","11"
"wyndmoor","PA","US","fireball","3.0","I was standing outside and counting the number of planes I could see.I was looking in one direction over the tree lines&#44 and a Fire","40.0811111","-75.1897222","2005","10","29","23","30","2005","11","3"
"wyndmoor","PA","US","triangle","20.0","Three balls rotating counter clockwise&#44 shaped like a triangle&#44 dull white moving rapidly from east to north by northwest","40.0811111","-75.1897222","2010","8","14","21","0","2010","8","24"
"wynnewood","PA","US","triangle","120.0","No sound and had no apparent windows","40.0027778","-75.2711111","2007","4","20","21","19","2007","4","27"
"wyoming","PA","US","light","1800.0","Bright non-blinking Light/Lights Hovering . scanning local Forest area . NOT helicopters- read on.","41.3116667","-75.8377778","2002","5","15","0","30","2002","9","19"
"wyoming","PA","US","unknown","1500.0","Large Bright Slowly Moving light.","41.3116667","-75.8377778","2002","1","11","10","0","2002","1","29"
"wyoming","PA","US","unknown","600.0","I was driving home late at night an observed 3 columns of green light in a field.","41.3116667","-75.8377778","1995","9","15","22","30","2000","7","11"
"wyomissing","PA","US","egg","10.0","Blue Craft Traveling at an Extremely High Rate of Speed w/ Zero Sound","40.3294444","-75.9655556","2013","6","8","23","45","2013","7","3"
"yardley","PA","US","fireball","180.0","Fireball traveled from NJ over PA","40.2455556","-74.8463889","2013","7","4","22","0","2013","7","5"
"yardley","PA","US","light","10.0","Baseball sized light dropping from sky  in front of me  and shooting back up 11:11pm.","40.2455556","-74.8463889","2012","11","3","23","11","2012","11","4"
"yardley","PA","US","oval","300.0","Three pulsating objects in the sky&#44 moving independently and joined by two more before disappearing","40.2455556","-74.8463889","2012","8","9","22","0","2012","8","19"
"yardley","PA","US","oval","120.0","shiny silvery fast moving silent object seen in daylight","40.2455556","-74.8463889","2009","5","30","18","25","2009","6","9"
"yardley","PA","US","triangle","20.0","Tirangle shaped object with eratic lights over Yardley  in summer 2002","40.2455556","-74.8463889","2002","7","15","11","30","2003","7","16"
"yardley","PA","US","triangle","1800.0","U.S. Government tape of UFO&#39s","40.2455556","-74.8463889","1988","7","1","19","30","2007","2","24"
"yardley","PA","US","triangle","10.0","A dark&#44 triangular low flying object passed over my house in  Yardley Pa. in the summer of 1992","40.2455556","-74.8463889","1992","6","1","23","30","2000","12","2"
"yatesville","PA","US","oval","30.0","It looked like an  airplane dressed up with cloth.","41.3033333","-75.7869444","2010","7","4","21","15","2010","7","6"
"york","PA","US","changing","3600.0","Three objects out of place in sky - not stars&#44 not planets - do not move with the sky. Way brighter than Sirius/planets.","39.9625","-76.7280556","2008","7","25","22","0","2008","8","12"
"york","PA","US","cigar","15.0","Daytime UFO siting in York&#44 Pennsylvania by two witnesses at place of employment.","39.9625","-76.7280556","2000","1","6","10","25","2000","1","22"
"york","PA","US","circle","20.0","Round UFO covered in yellow flashing lights spotted in York&#44 PA","39.9625","-76.7280556","2006","3","23","4","20","2006","5","15"
"york","PA","US","circle","15.0","BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY&#44 MAKING NO SOUND&#44 THEN DISAPPEARS","39.9625","-76.7280556","2011","10","10","21","0","2011","10","19"
"york","PA","US","circle","15.0","Bright white circular light/craft in sky shoots down to 200-300 ft above ground&#44 hovers&#44 than shoots back up at extremely high speed","39.9625","-76.7280556","2014","4","24","3","30","2014","5","2"
"york","PA","US","circle","60.0","3 lights moving right then left very slowly.","39.9625","-76.7280556","2012","3","29","5","22","2012","5","13"
"york","PA","US","circle","5400.0","2 unidentified objects in the sky&#33&#33&#33","39.9625","-76.7280556","2007","10","7","1","0","2007","10","8"
"york","PA","US","cylinder","60.0","cylindrical craft with faint lights on both ends zig zags through sky over york&#44 pa&#44 speeding off and disappearing.","39.9625","-76.7280556","2002","7","30","0","4","2002","8","16"
"york","PA","US","cylinder","5.0","Stationary grey/silver cylinder against a cloudless blue sky","39.9625","-76.7280556","1999","5","15","10","0","2002","3","19"
"york","PA","US","disk","30.0","the disk was seen falling from the sky.......a spining..it was spinning ...but no smoke or contrails with it......silver disk in the su","39.9625","-76.7280556","2005","4","14","5","0","2005","4","16"
"york","PA","US","disk","60.0","Convex disk with cylindrical top aroudn the penn state york campus","39.9625","-76.7280556","1999","7","18","16","0","2005","12","16"
"york","PA","US","egg","10.0","Egg shaped object lit-up like the moon.","39.9625","-76.7280556","1968","6","20","19","0","2006","5","15"
"york","PA","US","fireball","300.0","I saw a round orange object flickering like fire&#44 It stopped&#44 then made a right turn and headed away and faded into a cloud.","39.9625","-76.7280556","2012","8","14","21","0","2012","9","24"
"york","PA","US","flash","5.0","We both saw something&#44 the same thing&#44 and we both felt really weird about it.","39.9625","-76.7280556","1996","9","13","2","30","2002","4","25"
"york","PA","US","light","10.0","Bright shiny object that suddenly disappeared.","39.9625","-76.7280556","2009","4","17","6","30","2009","5","12"
"york","PA","US","light","120.0","Four red lights dancing around heading due west.","39.9625","-76.7280556","2004","2","28","3","45","2004","3","9"
"york","PA","US","light","600.0","A object following our van","39.9625","-76.7280556","2003","11","26","6","10","2003","12","9"
"york","PA","US","other","1200.0","three non-moving&#44 orange&#44  pulsating objects form triangle over night sky then disappear one at a time.","39.9625","-76.7280556","2010","10","9","21","40","2010","11","21"
"york","PA","US","other","7200.0","I saw 5 lights in a row close together&#44 stationery but moved backwards over the course of 2 hrs&#44 high in the sky. ((Venus??))","39.9625","-76.7280556","2004","8","8","4","30","2004","8","11"
"york","PA","US","other","16.0","Photographic Evidence of Small&#44 Black&#44 Anomalous Formation moving away from direction of wind","39.9625","-76.7280556","2002","12","19","16","15","2003","3","21"
"york","PA","US","other","900.0","Strange glows appeared in sky&#44 moving about in realativly close range.","39.9625","-76.7280556","2004","12","3","2","37","2004","12","14"
"york","PA","US","other","300.0","Six orange lights flew in formation across the sky.","39.9625","-76.7280556","2013","1","1","0","15","2013","2","4"
